location,phone,transactions,distance,display_phone,is_closed,name,review_count,attributes,price,categories,url,rating,coordinates,alias,image_url,id
"{'address1': '1717 Vine St', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90028', 'country': 'US', 'state': 'CA', 'display_address': ['1717 Vine St', 'Los Angeles, CA 90028']}",+13239621717,[],4558.390561864272,(323) 962-1717,False,Lemon Grove,117,"{'business_temp_closed': None, 'menu_url': 'https://assets-global.website-files.com/630722f823b6468105528a45/65568e8d6ff4fe2941d56f68_Lemongrove%20Menus.pdf', 'open24_hours': None, 'waitlist_reservation': True}",,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'newamerican', 'title': 'New American'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",https://www.yelp.com/biz/lemon-grove-los-angeles?adjust_creative=TJn_vBz7OAFyoJinyxnr1Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TJn_vBz7OAFyoJinyxnr1Q,4.4,"{'latitude': 34.102376584352314, 'longitude': -118.3273158}",lemon-grove-los-angeles,https://s3-media1.fl.yelpcdn.com/bphoto/eUVxcQFSoR4vBUHL-Addpg/o.jpg,o3yPf6EwWGYNcN3OnZFOPg
"{'address1': '3470 W 6th St', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90020', 'country': 'US', 'state': 'CA', 'display_address': ['3470 W 6th St', 'Los Angeles, CA 90020']}",+12132639492,"['pickup', 'delivery']",2204.904779766402,(213) 263-9492,False,Louders,625,"{'business_temp_closed': None, 'menu_url': None, 'open24_hours': None, 'waitlist_reservation': None}",$$,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]",https://www.yelp.com/biz/louders-los-angeles?adjust_creative=TJn_vBz7OAFyoJinyxnr1Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TJn_vBz7OAFyoJinyxnr1Q,4.5,"{'latitude': 34.06309, 'longitude': -118.29754}",louders-los-angeles,https://s3-media1.fl.yelpcdn.com/bphoto/5k4M-DMSiSW4TXCjPAYGpw/o.jpg,ccJcaRCHQkJmmnGC1SN4hQ
"{'address1': '1521 Griffith Park Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90026', 'country': 'US', 'state': 'CA', 'display_address': ['1521 Griffith Park Blvd', 'Los Angeles, CA 90026']}",+13236681128,"['pickup', 'delivery']",5184.588451596412,(323) 668-1128,False,Pine & Crane,3086,"{'business_temp_closed': None, 'menu_url': None, 'open24_hours': None, 'waitlist_reservation': None}",$$,"[{'alias': 'taiwanese', 'title': 'Taiwanese'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",https://www.yelp.com/biz/pine-and-crane-los-angeles-5?adjust_creative=TJn_vBz7OAFyoJinyxnr1Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TJn_vBz7OAFyoJinyxnr1Q,4.3,"{'latitude': 34.09053958699736, 'longitude': -118.27712889122982}",pine-and-crane-los-angeles-5,https://s3-media1.fl.yelpcdn.com/bphoto/qKvtgohRytPK8O8P-783Vg/o.jpg,ohosmz6FXVAeoW5nUkYwng
"{'address1': '3959 Wilshire Blvd', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90010', 'country': 'US', 'state': 'CA', 'display_address': ['3959 Wilshire Blvd', 'Los Angeles, CA 90010']}",+12139086092,"['pickup', 'delivery']",716.0571624694817,(213) 908-6092,False,Dasom By Chef Kang,47,"{'business_temp_closed': None, 'menu_url': None, 'open24_hours': None, 'waitlist_reservation': None}",,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}, {'alias': 'soup', 'title': 'Soup'}]",https://www.yelp.com/biz/dasom-by-chef-kang-los-angeles?adjust_creative=TJn_vBz7OAFyoJinyxnr1Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TJn_vBz7OAFyoJinyxnr1Q,4.6,"{'latitude': 34.062128, 'longitude': -118.313381}",dasom-by-chef-kang-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/2C1QaOksmX7ENG9KEuUqVQ/o.jpg,gdt3KaVt_KM0Mgwi69iMfw
"{'address1': '4921 W Adams Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90016', 'country': 'US', 'state': 'CA', 'display_address': ['4921 W Adams Blvd', 'Los Angeles, CA 90016']}",+13239980404,['delivery'],4029.3718049868817,(323) 998-0404,False,Cento,777,"{'business_temp_closed': None, 'menu_url': None, 'open24_hours': None, 'waitlist_reservation': None}",$$,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",https://www.yelp.com/biz/cento-los-angeles-3?adjust_creative=TJn_vBz7OAFyoJinyxnr1Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TJn_vBz7OAFyoJinyxnr1Q,4.5,"{'latitude': 34.0327954, 'longitude': -118.3477496}",cento-los-angeles-3,https://s3-media1.fl.yelpcdn.com/bphoto/dES1NBd4Ehmf1QeD7p-1JQ/o.jpg,mogBbg16id_H0pw_YQ3YbA
"{'address1': '1717 Vine Street', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90028', 'country': 'US', 'state': 'CA', 'display_address': ['1717 Vine Street', 'Los Angeles, CA 90028']}",+13234509070,"['pickup', 'restaurant_reservation', 'delivery']",4558.393686396945,(323) 450-9070,False,Jemma Hollywood,116,"{'business_temp_closed': None, 'menu_url': 'https://www.jemmarestaurants.com/menu', 'open24_hours': None, 'waitlist_reservation': True}",,"[{'alias': 'italian', 'title': 'Italian'}]",https://www.yelp.com/biz/jemma-hollywood-los-angeles?adjust_creative=TJn_vBz7OAFyoJinyxnr1Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TJn_vBz7OAFyoJinyxnr1Q,4.5,"{'latitude': 34.10237501283114, 'longitude': -118.32733166957146}",jemma-hollywood-los-angeles,https://s3-media4.fl.yelpcdn.com/bphoto/iBoSUnwOtz9j8ZKezpXuKg/o.jpg,JhFb3lEHS8N6F3oMjJx1Iw
"{'address1': '3134 W Olympic Blvd', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90006', 'country': 'US', 'state': 'CA', 'display_address': ['3134 W Olympic Blvd', 'Los Angeles, CA 90006']}",+13238403069,[],1868.5650672784077,(323) 840-3069,False,Lasung House,36,"{'business_temp_closed': None, 'menu_url': 'https://www.la-sung.com/menu', 'open24_hours': None, 'waitlist_reservation': None}",,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",https://www.yelp.com/biz/lasung-house-los-angeles?adjust_creative=TJn_vBz7OAFyoJinyxnr1Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TJn_vBz7OAFyoJinyxnr1Q,4.6,"{'latitude': 34.05243, 'longitude': -118.30441}",lasung-house-los-angeles,https://s3-media4.fl.yelpcdn.com/bphoto/GAnbXeoWo82wJc0Q3cflMA/o.jpg,A1uhJRnDhxIbn2HzLFaMXg
"{'address1': '3916 Wilshire Blvd', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90010', 'country': 'US', 'state': 'CA', 'display_address': ['3916 Wilshire Blvd', 'Los Angeles, CA 90010']}",+12133521300,[],876.3882571416949,(213) 352-1300,False,Burnin' Shell,153,"{'business_temp_closed': None, 'menu_url': None, 'open24_hours': None, 'waitlist_reservation': True}",$$$,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'korean', 'title': 'Korean'}, {'alias': 'bbq', 'title': 'Barbeque'}]",https://www.yelp.com/biz/burnin-shell-los-angeles?adjust_creative=TJn_vBz7OAFyoJinyxnr1Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TJn_vBz7OAFyoJinyxnr1Q,4.6,"{'latitude': 34.061463, 'longitude': -118.311848}",burnin-shell-los-angeles,https://s3-media4.fl.yelpcdn.com/bphoto/FXLigs_rRHhAc8m4X5KqLg/o.jpg,IXX4iFv3YcU5TVyjncfQHg
"{'address1': '3465 W 6th St', 'address2': 'Ste 90-100', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90020', 'country': 'US', 'state': 'CA', 'display_address': ['3465 W 6th St', 'Ste 90-100', 'Los Angeles, CA 90020']}",+18185272213,[],2219.8702755095005,(818) 527-2213,False,Danbi,23,"{'business_temp_closed': None, 'menu_url': None, 'open24_hours': None, 'waitlist_reservation': True}",$$$,"[{'alias': 'korean', 'title': 'Korean'}]",https://www.yelp.com/biz/danbi-los-angeles-2?adjust_creative=TJn_vBz7OAFyoJinyxnr1Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TJn_vBz7OAFyoJinyxnr1Q,4.9,"{'latitude': 34.063811, 'longitude': -118.29736}",danbi-los-angeles-2,https://s3-media2.fl.yelpcdn.com/bphoto/pHRW-8tQp1cT7pj5XPxmwQ/o.jpg,z7hrUyqC0c7hgRbHaN4vRw
"{'address1': '1060 S Broadway', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90015', 'country': 'US', 'state': 'CA', 'display_address': ['1060 S Broadway', 'Los Angeles, CA 90015']}",+12137255900,[],6281.448518981883,(213) 725-5900,False,Cabra Los Angeles,516,"{'business_temp_closed': None, 'menu_url': 'https://www.cabralosangeles.com/menus', 'open24_hours': None, 'waitlist_reservation': None}",$$,"[{'alias': 'peruvian', 'title': 'Peruvian'}]",https://www.yelp.com/biz/cabra-los-angeles-los-angeles?adjust_creative=TJn_vBz7OAFyoJinyxnr1Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TJn_vBz7OAFyoJinyxnr1Q,4.5,"{'latitude': 34.03973, 'longitude': -118.25852}",cabra-los-angeles-los-angeles,https://s3-media3.fl.yelpcdn.com/bphoto/0ls7_eR3LyGig6JdKUql3g/o.jpg,bJvQKjdfoSVoEDSca9hfHg
"{'address1': '1545 Wilcox Ave', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90028', 'country': 'US', 'state': 'CA', 'display_address': ['1545 Wilcox Ave', 'Los Angeles, CA 90028']}",+13235151077,[],4295.986234719867,(323) 515-1077,False,Mother Wolf,929,"{'business_temp_closed': None, 'menu_url': None, 'open24_hours': None, 'waitlist_reservation': None}",$$$$,"[{'alias': 'italian', 'title': 'Italian'}]",https://www.yelp.com/biz/mother-wolf-los-angeles?adjust_creative=TJn_vBz7OAFyoJinyxnr1Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TJn_vBz7OAFyoJinyxnr1Q,4.0,"{'latitude': 34.09932, 'longitude': -118.33115}",mother-wolf-los-angeles,https://s3-media1.fl.yelpcdn.com/bphoto/IXV-F8qLwLsjWFnWMdfRWg/o.jpg,V_t4QBPg-eC9-rpD1TRYQg
"{'address1': '332 S Broadway', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90013', 'country': 'US', 'state': 'CA', 'display_address': ['332 S Broadway', 'Los Angeles, CA 90013']}",+12133469725,"['pickup', 'delivery']",6832.043061879375,(213) 346-9725,False,Maccheroni Republic,4098,"{'business_temp_closed': None, 'menu_url': None, 'open24_hours': None, 'waitlist_reservation': True}",$$,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",https://www.yelp.com/biz/maccheroni-republic-los-angeles?adjust_creative=TJn_vBz7OAFyoJinyxnr1Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TJn_vBz7OAFyoJinyxnr1Q,4.4,"{'latitude': 34.0500282776566, 'longitude': -118.24852800000085}",maccheroni-republic-los-angeles,https://s3-media1.fl.yelpcdn.com/bphoto/hC7PRyxRhkGHBiIMpMxYxg/o.jpg,gd6PYDx-leOM97a3MWoO1g
"{'address1': '205 S Vermont Ave', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90004', 'country': 'US', 'state': 'CA', 'display_address': ['205 S Vermont Ave', 'Los Angeles, CA 90004']}",+12132771723,['restaurant_reservation'],2853.2251064896445,(213) 277-1723,False,Olivia,223,"{'business_temp_closed': None, 'menu_url': None, 'open24_hours': None, 'waitlist_reservation': True}",$$,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",https://www.yelp.com/biz/olivia-los-angeles-3?adjust_creative=TJn_vBz7OAFyoJinyxnr1Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TJn_vBz7OAFyoJinyxnr1Q,4.8,"{'latitude': 34.07033, 'longitude': -118.292183}",olivia-los-angeles-3,https://s3-media3.fl.yelpcdn.com/bphoto/TGBYfnWKKHWmqwnK-oZzCw/o.jpg,e0Vs3U-XkLkZ7EJ6JgPAYQ
"{'address1': '953 N Sycamore Ave', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90038', 'country': 'US', 'state': 'CA', 'display_address': ['953 N Sycamore Ave', 'Los Angeles, CA 90038']}",+13109534934,[],3582.846853137753,(310) 953-4934,False,Mr. T,127,"{'business_temp_closed': None, 'menu_url': 'https://www.mrtrestaurants.com/menu-1', 'open24_hours': None, 'waitlist_reservation': None}",$$$,"[{'alias': 'french', 'title': 'French'}]",https://www.yelp.com/biz/mr-t-los-angeles?adjust_creative=TJn_vBz7OAFyoJinyxnr1Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TJn_vBz7OAFyoJinyxnr1Q,4.5,"{'latitude': 34.08865, 'longitude': -118.34291}",mr-t-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/GV-rft-llEDFhQ-Z59sb2w/o.jpg,LJEsTC6Juzr0lL-hla7nVw
"{'address1': '5936 Sunset Blvd', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90028', 'country': 'US', 'state': 'CA', 'display_address': ['5936 Sunset Blvd', 'Los Angeles, CA 90028']}",+13232442700,[],4031.210858209695,(323) 244-2700,False,Linden,42,"{'business_temp_closed': None, 'menu_url': 'https://lindenlosangeles.com/menu/', 'open24_hours': None, 'waitlist_reservation': None}",,"[{'alias': 'newamerican', 'title': 'New American'}]",https://www.yelp.com/biz/linden-los-angeles-2?adjust_creative=TJn_vBz7OAFyoJinyxnr1Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TJn_vBz7OAFyoJinyxnr1Q,4.4,"{'latitude': 34.097844, 'longitude': -118.319237}",linden-los-angeles-2,https://s3-media1.fl.yelpcdn.com/bphoto/keVG8jIDEv2Qe5WyPDNb1A/o.jpg,nkTDDiUVcNUzt1dPT76blw
"{'address1': '5168 Melrose Ave', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90038', 'country': 'US', 'state': 'CA', 'display_address': ['5168 Melrose Ave', 'Los Angeles, CA 90038']}",+13236455225,['delivery'],2528.700344581441,(323) 645-5225,False,The Edmon,326,"{'business_temp_closed': None, 'menu_url': None, 'open24_hours': None, 'waitlist_reservation': None}",$$,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'newamerican', 'title': 'New American'}]",https://www.yelp.com/biz/the-edmon-los-angeles?adjust_creative=TJn_vBz7OAFyoJinyxnr1Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TJn_vBz7OAFyoJinyxnr1Q,4.3,"{'latitude': 34.0834042177801, 'longitude': -118.31321932635932}",the-edmon-los-angeles,https://s3-media3.fl.yelpcdn.com/bphoto/fMexJmB5_mlSYLIabrdHVg/o.jpg,irWMpwJ1JFx5ih4TTQVo6Q
"{'address1': '3343 W Pico Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90019', 'country': 'US', 'state': 'CA', 'display_address': ['3343 W Pico Blvd', 'Los Angeles, CA 90019']}",+13238705271,"['pickup', 'delivery']",1610.9030096641052,(323) 870-5271,False,Pasta Sisters,2020,"{'business_temp_closed': None, 'menu_url': 'https://www.pastasisters.com/_files/ugd/af2956_e79b34925e8f410dab488caa8d076b3a.pdf', 'open24_hours': None, 'waitlist_reservation': False}",$$,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",https://www.yelp.com/biz/pasta-sisters-los-angeles?adjust_creative=TJn_vBz7OAFyoJinyxnr1Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TJn_vBz7OAFyoJinyxnr1Q,4.4,"{'latitude': 34.0476, 'longitude': -118.317234}",pasta-sisters-los-angeles,https://s3-media3.fl.yelpcdn.com/bphoto/sNmpWFXrt4WHVul1Ihzp_g/o.jpg,AIhWsp8yNfKZfaX9d9Yajg
